Date,Open,High,Low,Close,Adj Close,Volume
2017-12-08,4096.000000,4179.000000,4096.000000,4154.049805,4075.983398,6608
2017-12-11,4198.000000,4253.899902,4198.000000,4241.100098,4161.397461,33841
2017-12-12,4218.850098,4259.799805,4169.000000,4225.600098,4146.189453,7760
2017-12-13,4225.000000,4346.899902,4181.950195,4273.450195,4193.140625,15675
2017-12-14,4311.000000,4311.000000,4240.000000,4255.799805,4175.820313,3250
2017-12-15,4281.649902,4348.000000,4261.100098,4322.149902,4240.924316,6000
2017-12-18,4300.000000,4322.000000,4127.000000,4310.450195,4229.444336,12875
2017-12-19,4322.149902,4368.600098,4311.000000,4361.100098,4279.142578,10159
2017-12-20,4370.000000,4370.000000,4320.000000,4342.549805,4260.940918,6456
2017-12-21,4333.000000,4375.000000,4326.000000,4344.399902,4262.755859,4724
2017-12-22,4379.850098,4379.850098,4267.649902,4286.950195,4206.385742,6232
2017-12-26,4301.750000,4337.000000,4278.750000,4322.399902,4241.169922,5032
2017-12-27,4341.000000,4341.000000,4223.000000,4273.000000,4192.697754,6244
2017-12-28,4280.200195,4290.000000,4250.000000,4276.149902,4195.789063,5698
2017-12-29,4280.799805,4328.000000,4280.799805,4320.799805,4239.600098,4156
2018-01-01,4330.750000,4330.750000,4250.000000,4257.500000,4177.489746,1665
2018-01-02,4269.049805,4297.950195,4244.799805,4255.049805,4175.085449,3098
2018-01-03,4265.000000,4309.049805,4247.200195,4294.500000,4213.793945,5250
2018-01-04,4300.000000,4350.850098,4295.000000,4340.950195,4259.370605,7413
2018-01-05,4356.299805,4405.000000,4356.299805,4395.549805,4312.944336,17113
2018-01-08,4409.250000,4427.100098,4375.000000,4410.799805,4327.908691,4999
2018-01-09,4429.350098,4471.000000,4387.649902,4415.549805,4332.569336,6596
2018-01-10,4420.350098,4423.799805,4375.000000,4393.049805,4310.491699,2956
2018-01-11,4417.000000,4430.000000,4380.000000,4396.500000,4313.876953,3013
2018-01-12,4415.500000,4432.850098,4350.000000,4391.250000,4308.726074,4093
2018-01-15,4449.000000,4559.500000,4406.000000,4524.950195,4439.913574,18057
2018-01-16,4535.000000,4594.299805,4508.049805,4543.899902,4458.507324,20542
2018-01-17,4536.000000,4592.000000,4500.000000,4542.500000,4457.133789,5797
2018-01-18,4535.000000,4550.000000,4376.000000,4408.549805,4325.700684,21299
2018-01-19,4386.899902,4386.899902,4277.100098,4300.200195,4219.387207,11245
2018-01-22,4300.000000,4339.950195,4258.500000,4330.049805,4248.676270,7708
2018-01-23,4336.649902,4398.000000,4304.649902,4368.100098,4286.010742,5566
2018-01-24,4364.799805,4364.799805,4276.450195,4283.750000,4203.246094,5179
2018-01-25,4290.000000,4382.549805,4290.000000,4355.250000,4273.402344,9705
2018-01-29,4364.000000,4410.250000,4326.149902,4387.399902,4304.948242,7811
2018-01-30,4378.600098,4384.950195,4308.000000,4360.899902,4278.946289,6437
2018-01-31,4369.799805,4395.049805,4335.000000,4379.899902,4297.588867,4623
2018-02-01,4380.000000,4418.000000,4344.399902,4389.399902,4306.911133,32508
2018-02-02,4362.799805,4364.399902,4127.200195,4177.899902,4099.385254,8089
2018-02-05,4143.750000,4170.000000,4055.399902,4138.100098,4060.333496,6923
2018-02-06,4050.000000,4109.149902,3961.149902,4093.850098,4016.915039,11008
2018-02-07,4100.000000,4167.049805,4040.800049,4081.300049,4004.600830,6789
2018-02-08,4082.000000,4175.000000,4050.149902,4158.549805,4080.398926,8212
2018-02-09,4106.350098,4190.000000,4073.149902,4154.750000,4076.670410,5962
2018-02-12,4180.000000,4217.200195,4164.299805,4200.750000,4121.806152,4209
2018-02-14,4199.600098,4202.750000,4125.000000,4170.450195,4092.075684,3887
2018-02-15,4188.000000,4227.399902,4162.799805,4181.100098,4102.525391,2965
2018-02-16,4195.450195,4266.250000,4109.149902,4160.000000,4081.821533,5568
2018-02-19,4160.000000,4208.000000,4086.000000,4110.950195,4033.693359,6435
2018-02-20,4110.000000,4180.350098,4089.300049,4132.500000,4054.838379,2923
2018-02-21,4132.649902,4170.000000,4120.950195,4135.250000,4057.537109,5929
2018-02-22,4142.000000,4142.000000,4079.250000,4103.799805,4026.677734,36894
2018-02-23,4179.000000,4179.000000,4068.899902,4115.750000,4038.403320,5479
2018-02-26,4117.000000,4194.149902,4103.700195,4141.350098,4063.522461,7799
2018-02-27,4152.850098,4185.000000,4146.750000,4173.399902,4094.969727,3407
2018-02-28,4154.000000,4185.000000,4138.750000,4154.000000,4075.934814,3818
2018-03-01,4155.049805,4179.500000,4117.350098,4149.950195,4071.960938,2838
2018-03-05,4150.000000,4150.000000,4079.699951,4090.300049,4013.431885,3621
2018-03-06,4145.049805,4164.600098,4105.600098,4137.299805,4059.548096,5846
2018-03-07,4150.000000,4186.250000,4094.550049,4114.250000,4036.931396,24040
2018-03-08,4075.000000,4134.450195,4063.500000,4109.549805,4032.320068,4005
2018-03-09,4102.100098,4132.049805,4070.000000,4083.050049,4006.317871,4129
2018-03-12,4065.000000,4188.000000,4065.000000,4177.250000,4098.747559,8758
2018-03-13,4149.000000,4200.049805,4143.000000,4164.799805,4086.531250,4471
2018-03-14,4165.000000,4236.000000,4140.899902,4214.500000,4135.297363,8596
2018-03-15,4217.600098,4230.000000,4160.000000,4173.000000,4094.577393,4545
2018-03-16,4154.049805,4163.950195,4000.050049,4032.149902,3956.374268,8512
2018-03-19,4045.600098,4065.399902,3955.550049,3966.600098,3892.056396,7820
2018-03-20,3990.000000,3998.399902,3911.750000,3932.500000,3858.597168,7244
2018-03-21,3961.000000,4048.850098,3961.000000,3993.300049,3918.254639,5688
2018-03-22,3994.199951,4008.250000,3901.000000,3921.699951,3848.000244,9557
2018-03-23,3888.000000,3900.600098,3815.000000,3875.750000,3802.913574,5352
2018-03-26,3870.000000,3966.699951,3828.550049,3946.949951,3872.775391,4668
2018-03-27,4085.000000,4085.000000,3926.000000,3965.800049,3891.271484,3775
2018-03-28,3926.100098,3964.199951,3921.100098,3947.850098,3873.658936,2695
2018-04-02,4069.800049,4069.800049,3925.000000,3983.300049,3908.442627,2590
2018-04-03,3983.000000,4000.149902,3864.850098,3949.399902,3875.179688,19079
2018-04-04,3957.100098,4049.100098,3875.100098,3883.800049,3810.812500,7151
2018-04-05,3900.050049,3976.000000,3900.050049,3965.800049,3891.271484,5412
2018-04-06,3966.000000,3980.000000,3924.449951,3949.149902,3874.934326,3297
2018-04-09,3960.000000,3974.899902,3905.100098,3912.550049,3839.021973,10953
2018-04-10,3933.250000,3945.500000,3911.649902,3930.649902,3856.781738,2879
2018-04-11,3924.449951,3937.699951,3890.750000,3921.399902,3847.705566,3778
2018-04-12,3920.000000,3920.000000,3868.000000,3872.050049,3799.282959,5181
2018-04-13,3875.250000,3905.550049,3865.050049,3881.399902,3808.457031,2427
2018-04-16,3884.000000,3929.949951,3867.100098,3920.899902,3847.215088,3901
2018-04-17,3923.149902,3945.000000,3792.399902,3918.750000,3845.105469,9220
2018-04-18,3927.350098,4010.000000,3927.350098,3997.449951,3922.326172,12004
2018-04-19,4010.000000,4157.700195,4009.350098,4100.399902,4023.341797,12385
2018-04-20,4110.000000,4132.299805,4065.050049,4079.750000,4003.079834,5505
2018-04-23,4146.000000,4159.049805,4075.699951,4138.549805,4060.775146,6073
2018-04-24,4130.000000,4170.350098,4097.799805,4124.850098,4047.332031,10956
2018-04-25,4129.049805,4165.649902,4083.300049,4135.899902,4058.174561,17387
2018-04-26,4150.000000,4174.950195,4032.000000,4079.949951,4003.276123,9297
2018-04-27,4085.000000,4116.200195,4045.000000,4064.100098,3987.724365,4185
2018-04-30,4125.000000,4125.000000,4082.000000,4109.950195,4032.712158,6066
2018-05-02,4140.000000,4140.000000,3996.350098,4021.449951,3945.875488,15295
2018-05-03,4025.000000,4025.050049,3980.149902,3999.550049,3924.386963,3331
2018-05-04,3999.100098,4034.800049,3959.600098,3988.949951,3913.986084,4871
2018-05-07,3999.000000,4045.300049,3970.000000,4027.800049,3952.105957,27888
2018-05-08,4030.000000,4091.000000,4030.000000,4063.550049,3987.184814,4189
2018-05-09,4050.300049,4050.300049,3954.000000,3965.199951,3890.682373,10252
2018-05-10,3935.000000,4006.000000,3934.050049,3996.750000,3921.639893,6858
2018-05-11,4000.000000,4075.850098,3990.149902,4063.149902,3986.791748,7996
2018-05-14,4100.000000,4145.000000,4065.000000,4094.850098,4017.896484,8164
2018-05-15,4094.050049,4150.000000,4077.399902,4120.100098,4042.671387,44076
2018-05-16,4100.000000,4100.000000,3970.149902,3987.699951,3912.759521,6462
2018-05-17,3998.000000,4021.100098,3938.600098,3953.850098,3879.545898,35005
2018-05-18,3945.000000,3945.750000,3850.000000,3859.300049,3786.772949,17174
2018-05-21,3929.899902,4021.550049,3811.699951,3851.649902,3779.266357,100635
2018-05-22,3849.899902,3873.250000,3720.899902,3756.000000,3685.414063,54478
2018-05-23,3756.000000,3756.000000,3690.449951,3700.100098,3630.564941,9152
2018-05-24,3746.399902,3746.399902,3632.250000,3658.000000,3589.256104,19916
2018-05-25,3688.000000,3697.800049,3664.899902,3683.949951,3614.718018,10103
2018-05-28,3683.949951,3741.000000,3677.550049,3732.050049,3661.914307,9370
2018-05-29,3766.800049,3774.300049,3698.350098,3712.500000,3642.731934,32635
2018-05-30,3712.500000,3729.449951,3679.300049,3711.649902,3641.897461,13204
2018-05-31,3710.000000,3753.000000,3688.000000,3734.699951,3664.514160,8468
2018-06-01,3774.899902,3774.899902,3670.000000,3685.899902,3616.631348,10607
2018-06-04,3694.649902,3735.949951,3629.800049,3711.500000,3641.750488,7004
2018-06-05,3677.000000,3705.000000,3640.800049,3671.850098,3602.845703,6097
2018-06-06,3678.000000,3718.300049,3636.000000,3697.850098,3628.356689,4892
2018-06-07,3715.000000,3729.949951,3706.399902,3718.899902,3649.011230,3190
2018-06-08,3717.000000,3725.000000,3673.050049,3713.399902,3643.614746,12989
2018-06-11,3720.000000,3819.899902,3716.050049,3780.350098,3709.306641,9998
2018-06-12,3804.699951,3804.699951,3753.300049,3768.250000,3697.434082,6668
2018-06-13,3755.000000,3833.449951,3748.649902,3798.149902,3726.771729,9732
2018-06-14,3799.800049,3799.800049,3748.000000,3762.399902,3691.693604,53464
2018-06-15,3765.000000,3788.050049,3670.050049,3696.649902,3627.179443,49246
2018-06-18,3681.000000,3681.000000,3646.550049,3669.149902,3600.196533,4933
2018-06-19,3663.000000,3663.000000,3618.050049,3647.250000,3578.708008,6081
2018-06-20,3650.000000,3654.250000,3630.000000,3651.800049,3583.172607,22578
2018-06-21,3660.000000,3660.000000,3598.600098,3618.899902,3550.890381,26793
2018-06-22,3607.500000,3654.649902,3566.449951,3647.149902,3578.609619,10875
2018-06-25,3641.000000,3765.899902,3636.149902,3750.399902,3679.919434,13035
2018-06-26,3750.399902,3855.449951,3750.000000,3819.600098,3747.819092,20568
2018-06-27,3858.000000,3858.000000,3725.000000,3772.800049,3701.898438,10493
2018-06-28,3751.000000,3785.000000,3702.000000,3742.899902,3672.560303,27289
2018-06-29,3705.100098,3819.500000,3705.100098,3802.000000,3730.549561,6180
2018-07-02,3810.000000,3825.899902,3735.000000,3781.500000,3710.435059,3746
2018-07-03,3774.399902,3783.300049,3734.199951,3765.000000,3694.244873,25103
2018-07-04,3752.000000,3805.000000,3727.949951,3789.199951,3717.989990,3918
2018-07-05,3799.399902,3951.100098,3799.399902,3924.399902,3850.649414,23192
2018-07-06,3925.000000,3994.949951,3886.899902,3951.199951,3876.945801,10369
2018-07-09,3954.000000,4013.300049,3900.000000,3907.399902,3833.968994,7683
2018-07-10,3907.500000,3972.500000,3907.500000,3956.350098,3892.458984,8227
2018-07-11,3949.899902,3962.500000,3923.100098,3950.899902,3887.096924,10297
2018-07-12,3969.699951,4041.399902,3940.000000,3946.300049,3882.571045,17007
2018-07-13,3968.949951,4021.199951,3950.399902,3961.199951,3897.230225,9669
2018-07-16,3969.000000,3976.000000,3836.000000,3866.350098,3803.912109,28907
2018-07-17,3872.699951,3924.649902,3855.000000,3901.649902,3838.642090,7387
2018-07-18,3922.000000,3974.850098,3812.100098,3852.550049,3790.334961,75911
2018-07-19,3840.000000,3880.300049,3785.800049,3860.100098,3797.763184,18370
2018-07-20,3816.000000,3900.050049,3816.000000,3884.250000,3821.523193,58090
2018-07-23,3884.949951,4039.199951,3870.550049,4007.899902,3943.176025,24167
2018-07-24,4040.000000,4225.000000,4040.000000,4136.799805,4069.994629,39221
2018-07-25,4110.000000,4121.549805,3990.000000,4049.449951,3984.055176,14334
2018-07-26,4052.649902,4168.000000,4052.649902,4139.649902,4072.798584,72485
2018-07-27,4150.000000,4185.700195,4101.000000,4124.350098,4057.745850,26397
2018-07-30,4124.000000,4243.000000,4124.000000,4235.799805,4167.395508,34788
2018-07-31,4245.000000,4245.000000,4168.700195,4189.950195,4122.286621,22474
2018-08-01,4199.950195,4215.250000,4158.649902,4193.899902,4126.172852,13027
2018-08-02,4172.750000,4224.100098,4150.700195,4177.500000,4110.037598,34786
2018-08-03,4198.000000,4218.850098,4160.000000,4175.350098,4107.922363,43765
2018-08-06,4155.000000,4204.049805,4142.850098,4177.049805,4109.594238,40917
2018-08-07,4177.049805,4264.000000,4143.000000,4209.850098,4141.865234,62708
2018-08-08,4209.850098,4255.000000,4199.200195,4240.649902,4172.167480,14369
2018-08-09,4241.850098,4330.000000,4217.549805,4301.350098,4231.887207,17924
2018-08-10,4315.000000,4337.950195,4229.000000,4243.250000,4174.725098,24259
2018-08-13,4229.049805,4229.049805,4180.000000,4199.299805,4131.485352,18575
2018-08-14,4200.000000,4337.799805,4196.799805,4296.250000,4226.870117,34990
2018-08-16,4273.000000,4273.000000,4202.350098,4212.549805,4144.520996,105568
2018-08-17,4213.500000,4312.000000,4209.649902,4281.700195,4212.555664,14271
2018-08-20,4282.049805,4339.149902,4268.000000,4300.700195,4231.248047,12840
2018-08-21,4300.500000,4390.000000,4300.500000,4338.850098,4268.781738,20492
2018-08-23,4370.000000,4380.000000,4308.600098,4347.750000,4277.538086,9071
2018-08-24,4348.899902,4392.450195,4286.549805,4319.350098,4249.597168,13080
2018-08-27,4319.350098,4378.500000,4319.350098,4373.299805,4302.675293,9354
2018-08-28,4380.000000,4457.299805,4348.649902,4428.750000,4357.230469,22440
2018-08-29,4426.950195,4427.899902,4378.950195,4405.049805,4333.912598,8960
2018-08-30,4419.000000,4449.950195,4400.000000,4429.200195,4357.672852,54936
2018-08-31,4414.500000,4490.000000,4401.049805,4470.149902,4397.961426,8890
2018-09-03,4471.000000,4471.000000,4344.000000,4369.450195,4298.888184,7517
2018-09-04,4350.000000,4350.000000,4181.950195,4201.700195,4133.847168,8745
2018-09-05,4175.000000,4250.000000,4111.049805,4172.750000,4105.364258,9309
2018-09-06,4190.100098,4274.700195,4125.000000,4145.250000,4078.308350,30843
2018-09-07,4150.049805,4285.000000,4150.049805,4270.899902,4201.929199,11350
2018-09-10,4260.000000,4260.000000,4141.200195,4154.500000,4087.408447,19911
2018-09-11,4153.299805,4182.299805,4090.000000,4105.600098,4039.298584,10226
2018-09-12,4100.000000,4131.000000,4054.500000,4096.600098,4030.444336,8186
2018-09-14,4110.299805,4197.000000,4099.049805,4188.450195,4120.810547,15787
2018-09-17,4177.700195,4177.700195,4095.000000,4105.750000,4039.446289,5907
2018-09-18,4103.500000,4111.000000,4028.250000,4061.399902,3995.812012,16290
2018-09-19,4065.050049,4088.350098,4040.000000,4050.300049,3984.891846,3715
2018-09-21,4086.399902,4097.149902,3910.000000,4077.949951,4012.094971,23635
2018-09-24,4077.949951,4077.949951,3930.000000,3986.649902,3922.269531,20296
2018-09-25,3990.000000,4047.100098,3953.850098,4028.100098,3963.050049,7503
2018-09-26,4028.100098,4096.750000,4028.000000,4067.300049,4001.617188,35622
2018-09-27,4100.000000,4208.000000,4025.000000,4114.299805,4047.857910,20606
2018-09-28,4120.000000,4147.000000,4021.000000,4055.750000,3990.253662,38378
2018-10-01,4055.000000,4055.000000,3860.000000,3946.949951,3883.210449,15490
2018-10-03,3940.000000,3980.000000,3814.550049,3864.449951,3802.042969,11025
2018-10-04,3859.949951,3949.899902,3780.100098,3936.500000,3872.929443,9933
2018-10-05,3960.000000,3960.000000,3780.000000,3802.899902,3741.486816,33250
2018-10-08,3790.000000,3790.000000,3695.800049,3757.949951,3697.262939,11125
2018-10-09,3770.550049,3860.000000,3749.250000,3781.199951,3720.137451,9851
2018-10-10,3755.050049,3829.550049,3727.649902,3785.000000,3723.875977,10927
2018-10-11,3720.000000,3720.050049,3640.000000,3697.899902,3638.182373,16730
2018-10-12,3702.149902,3820.000000,3702.149902,3796.300049,3734.993896,15022
2018-10-15,3835.000000,3835.000000,3665.750000,3711.100098,3651.169189,11131
2018-10-16,3731.949951,3811.050049,3705.199951,3754.250000,3693.622559,10667
2018-10-17,3785.550049,3792.949951,3720.550049,3730.399902,3670.157715,8725
2018-10-19,3640.000000,3652.500000,3529.050049,3609.449951,3551.160889,33882
2018-10-22,3620.000000,3620.050049,3455.000000,3472.050049,3415.979980,25390
2018-10-23,3479.000000,3479.000000,3263.699951,3343.000000,3289.013916,27522
2018-10-24,3379.949951,3432.500000,3332.949951,3387.000000,3332.303223,13060
2018-10-25,3336.800049,3374.649902,3278.000000,3338.949951,3285.029297,16229
2018-10-26,3340.050049,3400.100098,3293.149902,3384.449951,3329.794434,10370
2018-10-29,3411.449951,3449.850098,3365.000000,3437.449951,3381.938721,10144
2018-10-30,3453.550049,3495.899902,3425.500000,3457.899902,3402.058105,8838
2018-10-31,3464.000000,3513.699951,3376.250000,3498.750000,3442.248535,12461
2018-11-01,3501.100098,3602.000000,3473.100098,3592.250000,3534.238525,9516
2018-11-02,3610.000000,3857.100098,3607.000000,3726.949951,3666.763428,83892
2018-11-05,3728.399902,3781.250000,3665.000000,3763.850098,3703.067627,7551
2018-11-06,3793.899902,3800.000000,3707.949951,3740.300049,3679.897705,7553
2018-11-07,3770.000000,3800.000000,3750.000000,3780.399902,3719.350098,1271
2018-11-09,3780.399902,3823.000000,3765.000000,3801.149902,3739.765137,5438
2018-11-12,3830.000000,3876.000000,3701.050049,3731.350098,3671.092529,10599
2018-11-13,3732.699951,3841.949951,3725.600098,3827.300049,3765.492676,7103
2018-11-14,3839.949951,3977.449951,3839.949951,3880.000000,3817.342041,23772
2018-11-15,3905.000000,3929.000000,3835.949951,3907.750000,3844.643555,30596
2018-11-16,3950.000000,3977.000000,3910.399902,3959.149902,3895.213623,10361
2018-11-19,3969.000000,4046.000000,3969.000000,4033.600098,3968.461670,20686
2018-11-20,4043.899902,4043.899902,3965.000000,3976.500000,3912.283691,7197
2018-11-21,3981.000000,4065.300049,3944.699951,4054.699951,3989.220703,13893
2018-11-22,4045.800049,4049.000000,3940.000000,3959.550049,3895.607178,11692
2018-11-26,3983.699951,3995.000000,3940.899902,3962.250000,3898.263428,7138
2018-11-27,3958.699951,4026.899902,3955.449951,4005.550049,3940.864502,6275
2018-11-28,4011.949951,4039.199951,3985.399902,4004.800049,3940.126465,7620
2018-11-29,4003.000000,4050.000000,4003.000000,4029.050049,3963.984619,9868
2018-11-30,4030.050049,4082.000000,3983.300049,3992.850098,3928.369629,27450
2018-12-03,4035.000000,4099.649902,4022.449951,4058.600098,3993.057861,17187
2018-12-04,4060.000000,4102.000000,4022.699951,4030.300049,3965.214600,9956
2018-12-05,4035.000000,4035.000000,3951.500000,3963.800049,3899.788574,11734
2018-12-06,3945.399902,3952.050049,3826.550049,3862.550049,3800.173828,7014
2018-12-07,3930.000000,3955.000000,3880.649902,3936.699951,3873.125977,5015
2018-12-10,3932.000000,3932.000000,3770.000000,3778.500000,3717.480713,11832
2018-12-11,3750.100098,3940.000000,3738.449951,3883.550049,3820.834473,7886
2018-12-12,3885.000000,3947.000000,3878.000000,3935.000000,3871.453613,9360
2018-12-13,3949.000000,3987.300049,3928.699951,3953.500000,3889.654785,8576
2018-12-14,4040.000000,4045.449951,3977.000000,3998.250000,3933.682129,23645
2018-12-17,4022.449951,4040.050049,3967.550049,4009.699951,3944.947266,11476
2018-12-18,3995.000000,4013.000000,3985.949951,4007.800049,3943.078125,4155
2018-12-19,4029.949951,4170.950195,4008.800049,4089.850098,4023.802979,48351
2018-12-20,4050.000000,4130.250000,4015.000000,4047.300049,3981.940186,16288
2018-12-21,4045.050049,4075.000000,3960.000000,3982.100098,3917.792969,10613
2018-12-24,3938.000000,4015.449951,3913.550049,3923.949951,3860.581787,16525
2018-12-26,3920.000000,4005.949951,3860.000000,3989.800049,3925.368896,21993
2018-12-27,4019.750000,4020.449951,3960.000000,3986.449951,3922.072510,7184
2018-12-28,4000.000000,4021.000000,3994.550049,4004.899902,3940.224854,3979
2018-12-31,4005.149902,4021.350098,3981.850098,4002.699951,3938.060303,9375
2019-01-01,3987.550049,4018.850098,3971.000000,4011.100098,3946.324463,5682
2019-01-02,3992.949951,4017.000000,3978.100098,3999.800049,3935.207275,9822
2019-01-03,4000.300049,4013.000000,3875.000000,3894.800049,3831.902832,9241
2019-01-04,4000.000000,4000.000000,3851.199951,3911.600098,3848.431641,13068
2019-01-07,3960.000000,3981.000000,3915.550049,3930.649902,3867.173828,13154
2019-01-08,3890.000000,3940.000000,3875.500000,3914.800049,3851.579834,8201
2019-01-09,3916.199951,3934.000000,3800.000000,3820.000000,3758.310547,16935
2019-01-10,3821.100098,3848.899902,3809.000000,3819.399902,3757.720215,6431
